Gender,Age,Suspect-ethnicity,Officer-ethnicity,Object of search,Outcome
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Offensive weapons,Nothing found - no further action
Male,over 34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Suspect arrested
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,under 10,Mixed - Any other Mixed ethnic background (M9),Black,Offensive weapons,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Article found - Detailed outcome unavailable
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Suspect arrested
Male,25-34,Black or Black British - Caribbean (B1),Black,Offensive weapons,Suspect arrested
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,25-34,,Black,Article for use in theft,Nothing found - no further action
Female,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,18-24,Asian or Asian British - Indian (A1),Asian,Offensive weapons,Nothing found - no further action
Female,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Articles for use in criminal damage,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Male,25-34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,18-24,White - White British (W1),Asian,Controlled drugs,Nothing found - no further action
Male,10-17,Mixed - White and Asian (M3),Asian,Controlled drugs,Nothing found - no further action
Male,,,Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,,,Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Bangladeshi (A3),Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,10-17,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Pakistani (A2),Black,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Female,25-34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Female,over 34,,White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action
,,,,Stolen goods,Article found - Detailed outcome unavailable
Male,18-24,,Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,over 34,,Black,Stolen goods,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,,Black,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Stolen goods,Suspect summonsed to court
Female,10-17,Mixed - White and Black Caribbean (M1),Black,Stolen goods,Suspect summonsed to court
Female,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Male,over 34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,over 34,White - White Irish (W2),White,Controlled drugs,Nothing found - no further action
Female,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,Not Stated (NS),Asian,Controlled drugs,Suspect arrested
Male,over 34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,,Not Stated (NS),Asian,Controlled drugs,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,,Asian,Controlled drugs,Nothing found - no further action
Male,25-34,,Asian,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Mixed - Any other Mixed ethnic background (M9),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,Not Stated (NS),White,Controlled drugs,Nothing found - no further action
Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Suspect arrested
Male,25-34,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Article for use in theft,Article found - Detailed outcome unavailable
Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Article for use in theft,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Suspect arrested
Male,over 34,White - White Irish (W2),White,Stolen goods,Nothing found - no further action
Male,10-17,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,10-17,Mixed - White and Black Caribbean (M1),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Firearms,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Firearms,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Firearms,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Firearms,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,10-17,Asian or Asian British - Bangladeshi (A3),White,Article for use in theft,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Firearms,Nothing found - no further action
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,,White,Controlled drugs,Suspect arrested
Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Female,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Female,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Suspect arrested
Male,10-17,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Other,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,18-24,Not Stated (NS),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Black or Black British - African (B2),Black,Offensive weapons,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given drugs possession warning
Male,10-17,White - White British (W1),White,Stolen goods,Suspect arrested
Male,10-17,White - White British (W1),White,Stolen goods,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,,Asian,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Suspect arrested
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Black or Black British - Caribbean (B1),Black,Offensive weapons,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect summonsed to court
Male,10-17,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,,,White,Stolen goods,Nothing found - no further action
Female,,,White,Stolen goods,Nothing found - no further action
Male,18-24,Chinese or other ethnic group - Any other ethnic group (O9),White,Controlled drugs,Nothing found - no further action
Male,18-24,Chinese or other ethnic group - Any other ethnic group (O9),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Mixed - Any other Mixed ethnic background (M9),Asian,Offensive weapons,Article found - Detailed outcome unavailable
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Not Stated (NS),White,Controlled drugs,Suspect arrested
Male,10-17,Chinese or other ethnic group - Any other ethnic group (O9),Asian,Offensive weapons,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Suspect arrested
Male,,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Stolen goods,Suspect arrested
Male,18-24,White - Any other White ethnic background (W9),White,Stolen goods,Suspect arrested
Male,18-24,Black or Black British - Caribbean (B1),White,Stolen goods,Nothing found - no further action
Male,18-24,,White,Stolen goods,Nothing found - no further action
Male,over 34,,Asian,Stolen goods,Nothing found - no further action
Male,18-24,,White,Stolen goods,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Asian,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,,,Asian,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,Asian or Asian British - Pakistani (A2),Black,Offensive weapons,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Offender given drugs possession warning
,,,,Controlled drugs,Article found - Detailed outcome unavailable
Female,over 34,White - White British (W1),White,Article for use in theft,Suspect arrested
Female,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,10-17,Mixed - White and Asian (M3),White,Controlled drugs,Suspect arrested
Male,18-24,Black or Black British - African (B2),Black,Offensive weapons,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Stolen goods,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Stolen goods,Nothing found - no further action
Male,10-17,Black or Black British - African (B2),Black,Offensive weapons,Nothing found - no further action
Male,10-17,White - Any other White ethnic background (W9),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Offensive weapons,Nothing found - no further action
Female,18-24,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Article for use in theft,Offender given drugs possession warning
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,over 34,White - White British (W1),White,Article for use in theft,Article found - Detailed outcome unavailable
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,Black or Black British - Caribbean (B1),Asian,Controlled drugs,Suspect arrested
Male,18-24,,Asian,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Female,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,,Asian,Stolen goods,Article found - Detailed outcome unavailable
Male,18-24,,Other,Stolen goods,Article found - Detailed outcome unavailable
Male,over 34,Black or Black British - Caribbean (B1),Black,Stolen goods,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Firearms,Nothing found - no further action
Female,25-34,White - White British (W1),White,Firearms,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,,Black,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,,,White,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Male,18-24,,Black,Controlled drugs,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Offensive weapons,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Article found - Detailed outcome unavailable
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Female,25-34,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,over 34,Asian or Asian British - Indian (A1),Asian,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,10-17,,Asian,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Black,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,over 34,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,25-34,Not Stated (NS),Black,Controlled drugs,Nothing found - no further action
Male,10-17,,Asian,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,Not Stated (NS),Asian,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,Mixed - Any other Mixed ethnic background (M9),White,Controlled drugs,Offender given drugs possession warning
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - African (B2),Asian,Controlled drugs,Offender cautioned
Male,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,,Asian,Controlled drugs,Suspect arrested
Male,25-34,,Asian,Controlled drugs,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given drugs possession warning
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,Chinese or other ethnic group - Any other ethnic group (O9),Asian,Controlled drugs,Suspect arrested
Male,over 34,White - Any other White ethnic background (W9),,Controlled drugs,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Stolen goods,Suspect arrested
Male,over 34,White - Any other White ethnic background (W9),White,Stolen goods,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Asian (M3),Other,Offensive weapons,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Offensive weapons,Nothing found - no further action
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Offensive weapons,Offender given drugs possession warning
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Not Stated (NS),,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,10-17,Chinese or other ethnic group - Any other ethnic group (O9),Black,Controlled drugs,Suspect arrested
Male,18-24,,,Article for use in theft,Nothing found - no further action
Male,18-24,Chinese or other ethnic group - Any other ethnic group (O9),,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,over 34,Black or Black British - African (B2),Black,Stolen goods,Nothing found - no further action
Male,over 34,Not Stated (NS),White,Article for use in theft,Nothing found - no further action
Male,10-17,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,25-34,Not Stated (NS),White,Article for use in theft,Suspect arrested
Male,over 34,,White,Article for use in theft,Suspect arrested
Male,over 34,Asian or Asian British - Indian (A1),Asian,Stolen goods,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Local resolution
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - Any other White ethnic background (W9),White,Controlled drugs,Offender cautioned
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Mixed - White and Black Caribbean (M1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
